Player,Rating
Pnuema,1491.9872966478192
Timestop,1463.2213267762222
Valentine,1476.2500429564107
Parappa,1503.9254113253287
Squid,1455.2379013826587
Dcint,1545.5005752886111
Jawn,1530.5593579050649
Cosmic,1531.99206949039
Poke,1518.4305867606306
Tension,1482.895431466864
